30,0
30,0
31,0
31,0
33,0
33,0
34,1
34,1
34,0
34,0
34,0
34,0
34,0
35,0
35,0
36,0
36,0
37,0
37,0
37,0
37,0
37,0
37,0
38,1
38,0
38,0
38,0
38,0
38,0
38,0
38,0
38,0
38,0
39,1
39,0
39,0
39,0
39,0
39,0
40,0
40,0
40,0
41,1
41,1
41,1
41,0
41,0
41,0
41,0
41,0
41,0
41,0
42,1
42,1
42,0
42,0
42,0
42,0
42,0
42,0
42,0
43,1
43,1
43,1
43,1
43,0
43,0
43,0
43,0
43,0
43,0
43,0
44,1
44,1
44,1
44,0
44,0
44,0
44,0
45,1
45,1
45,1
45,0
45,0
45,0
45,0
45,0
45,0
46,1
46,1
46,1
46,1
46,0
46,0
46,0
47,1
47,1
47,1
47,0
47,0
47,0
47,0
47,0
47,0
47,0
47,0
48,1
48,1
48,1
48,0
48,0
48,0
48,0
49,1
49,1
49,0
49,0
49,0
49,0
49,0
49,0
49,0
49,0
50,1
50,1
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
51,1
51,1
51,0
51,0
51,0
51,0
52,1
52,1
52,1
52,1
52,0
52,0
52,0
52,0
52,0
52,0
52,0
52,0
52,0
52,0
53,1
53,1
53,1
53,1
53,1
53,1
53,0
53,0
53,0
53,0
53,0
54,1
54,1
54,1
54,1
54,0
54,0
54,0
54,0
54,0
54,0
54,0
54,0
54,0
55,1
55,1
55,0
55,0
55,0
55,0
55,0
55,0
55,0
55,0
56,1
56,1
56,0
56,0
56,0
56,0
56,0
57,1
57,1
57,1
57,0
57,0
57,0
57,0
57,0
57,0
57,0
57,0
58,0
58,0
58,0
58,0
58,0
58,0
58,0
59,1
59,0
59,0
59,0
59,0
59,0
59,0
59,0
60,1
60,1
60,0
60,0
60,0
60,0
61,1
61,1
61,1
61,0
61,0
61,0
61,0
61,0
61,0
62,1
62,1
62,1
62,0
62,0
62,0
62,0
63,1
63,0
63,0
63,0
63,0
63,0
63,0
63,0
64,0
64,0
64,0
64,0
64,0
65,1
65,1
65,1
65,1
65,0
65,0
65,0
65,0
65,0
65,0
66,1
66,1
66,0
66,0
66,0
67,1
67,1
67,0
67,0
67,0
67,0
68,0
68,0
69,1
69,0
69,0
69,0
70,1
70,1
70,0
70,0
70,0
70,0
70,0
71,0
72,1
72,0
72,0
72,0
73,0
73,0
74,1
74,0
75,0
76,0
77,0
78,1
83,1
